,REF,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating,matches,company,COMPANY NAME,CITY,STATE,OWNER/MAKER
386,666,Ethel's Artisan (Mars),U.S.A.,2011,Venezuela,Porcelana,0.7,"4- B,S,C,V","strong vanilla, strawberry, nut",2.5,"('CAR Artisan', 86)",CAR Artisan,CAR Artisan,Pasadena,California,Haris Car
387,666,Ethel's Artisan (Mars),U.S.A.,2011,Blend,Red Vanilla,0.62,"4- B,S,C,V","sweet, vanilla, mild banana",2.75,"('CAR Artisan', 86)",CAR Artisan,CAR Artisan,Pasadena,California,Haris Car
388,672,Ethel's Artisan (Mars),U.S.A.,2011,Blend,"Venezuela, Trinidad",0.62,"4- B,S,C,V","gritty, sweet, vanilla, woody",2.5,"('CAR Artisan', 86)",CAR Artisan,CAR Artisan,Pasadena,California,Haris Car
389,1275,Ethereal,U.S.A.,2014,Belize,Belize,0.8,"3- B,S,C","mild fruit, earthy",3.0,"('Ethereal Confections', 90)",Ethereal Confections,Ethereal Confections,Woodstock,Illinois,"Mary Ervin, Sara Ervin"
390,1275,Ethereal,U.S.A.,2014,Ecuador,Ecuador,0.8,"3- B,S,C","spicy, roasty, mild bitter",3.5,"('Ethereal Confections', 90)",Ethereal Confections,Ethereal Confections,Woodstock,Illinois,"Mary Ervin, Sara Ervin"
391,1275,Ethereal,U.S.A.,2014,Dominican Republic,Dominican Republic,0.8,"3- B,S,C","coarse, mild bitter, raisin",3.75,"('Ethereal Confections', 90)",Ethereal Confections,Ethereal Confections,Woodstock,Illinois,"Mary Ervin, Sara Ervin"
392,2142,Ethereal,U.S.A.,2018,Guatemala,Guatemala,0.8,"3- B,S,C",prominent plum note,3.5,"('Ethereal Confections', 90)",Ethereal Confections,Ethereal Confections,Woodstock,Illinois,"Mary Ervin, Sara Ervin"
393,2664,Ethereal,U.S.A.,2021,Uganda,Uganda,0.7,"3- B,S,C","sandy, basic cocoa, sweet",3.0,"('Ethereal Confections', 90)",Ethereal Confections,Ethereal Confections,Woodstock,Illinois,"Mary Ervin, Sara Ervin"
394,2450,Exquisito,U.S.A.,2019,Peru,"Maranon, Fortunato",0.73,"3- B,S,C",dominated by heavy roast,3.0,"('Exquisito', 100)",Exquisito,Exquisito,Miami,Florida,Carolina Quijano
395,565,Fearless (AMMA),U.S.A.,2010,Brazil,"Monte Alegre, D. Badaro, Raw, Organic",0.75,"2- B,S","perfume, floral, vanilla",2.75,"('DAR', 60)",DAR,DAR,Denver,Colorado,Gila and Joel Dar
396,1283,Finca,U.S.A.,2014,Puerto Rico,Puerto Rico,0.65,"3- B,S,C","intense, molasses, sweet",2.25,"('Finca', 100)",Finca,Finca,Logan,Ohio,Dan Hankle
397,1283,Finca,U.S.A.,2014,Dominican Republic,Dominican Republic,0.8,"3- B,S,C","molasses, licorice, bitter",3.0,"('Finca', 100)",Finca,Finca,Logan,Ohio,Dan Hankle
398,1283,Finca,U.S.A.,2014,Dominican Republic,Dominican Republic,0.7,"3- B,S,C","sandy, sweet, mild fruit",3.25,"('Finca', 100)",Finca,Finca,Logan,Ohio,Dan Hankle
399,1287,Finca,U.S.A.,2014,Dominican Republic,Dominican Republic,0.85,"3- B,S,C","intense, molasses, bitter",2.5,"('Finca', 100)",Finca,Finca,Logan,Ohio,Dan Hankle
400,2150,Five (5)Mile,U.S.A.,2018,Dominican Republic,"Oko Caribe, San Fran. De Mac.,batch A",0.75,"2- B,S","roasty, simple",3.5,"('Five (5) Mile', 96)",Five (5) Mile,Five (5) Mile,Dallas,Texas,Shannon Neffendorf
401,2154,Five (5)Mile,U.S.A.,2018,Belize,"Maya Mtn, batch 7C",0.75,"2- B,S","hammy, dried fruit",2.75,"('Five (5) Mile', 96)",Five (5) Mile,Five (5) Mile,Dallas,Texas,Shannon Neffendorf
402,2154,Five (5)Mile,U.S.A.,2018,Guatemala,"Monte Grande, batch 18",0.75,"2- B,S","hammy, large grits",2.75,"('Five (5) Mile', 96)",Five (5) Mile,Five (5) Mile,Dallas,Texas,Shannon Neffendorf
403,2154,Five (5)Mile,U.S.A.,2018,Colombia,"Tumaco, batch 23abc",0.75,"2- B,S","high acidity, bitter, nutty",3.0,"('Five (5) Mile', 96)",Five (5) Mile,Five (5) Mile,Dallas,Texas,Shannon Neffendorf
404,781,French Broad,U.S.A.,2011,Peru,"Maranon Canyon, Fortunato No. 4",0.7,"2- B,S","coarse,perfume,heavy roast",3.5,"('French Broad', 100)",French Broad,French Broad,Asheville,North Carolina,Daniel Ratigan
405,785,French Broad,U.S.A.,2011,Dominican Republic,La Red,0.65,"2- B,S",choco covered strawberry,3.5,"('French Broad', 100)",French Broad,French Broad,Asheville,North Carolina,Daniel Ratigan
406,883,French Broad,U.S.A.,2012,Peru,"Tumbes Coop, batch 120724M",0.7,"2- B,S","fruit, cough medicine",2.5,"('French Broad', 100)",French Broad,French Broad,Asheville,North Carolina,Daniel Ratigan
407,883,French Broad,U.S.A.,2012,Peru,"Palo Blanco, Chulucanas, b. 120725A",0.66,"2- B,S*","olive, rum",3.5,"('French Broad', 100)",French Broad,French Broad,Asheville,North Carolina,Daniel Ratigan
408,887,French Broad,U.S.A.,2012,Peru,"Palo Blanco w/ panela, Chulucanas, b. 120725A",0.81,"2- B,S*","sandpaper, some fruit, bitter",2.0,"('French Broad', 100)",French Broad,French Broad,Asheville,North Carolina,Daniel Ratigan
409,1042,French Broad,U.S.A.,2013,Peru,"Palo Blanco, Chulucanas",0.66,"2- B,S","spice, citrus, sweet",3.5,"('French Broad', 100)",French Broad,French Broad,Asheville,North Carolina,Daniel Ratigan
410,1209,French Broad,U.S.A.,2014,Costa Rica,San Andres,0.8,"2- B,S","mild bitter, roasty, red berry",3.0,"('French Broad', 100)",French Broad,French Broad,Asheville,North Carolina,Daniel Ratigan
411,1295,French Broad,U.S.A.,2014,Nicaragua,Matagalpa,0.68,"2- B,S","sweet, tobacco",3.25,"('French Broad', 100)",French Broad,French Broad,Asheville,North Carolina,Daniel Ratigan
412,1634,French Broad,U.S.A.,2015,Guatemala,Guatemala,0.73,"2- B,S","roasty, grapes, rich brownie",3.5,"('French Broad', 100)",French Broad,French Broad,Asheville,North Carolina,Daniel Ratigan
413,1940,French Broad,U.S.A.,2017,Peru,"Norandino, batch 161208",0.7,"2- B,S","slight dry, citrus, grapefruit",3.5,"('French Broad', 100)",French Broad,French Broad,Asheville,North Carolina,Daniel Ratigan
414,2430,French Broad,U.S.A.,2019,India,"Animalai, batch 1063",0.71,"3- B,S,C","tea, spicy, sweet",3.25,"('French Broad', 100)",French Broad,French Broad,Asheville,North Carolina,Daniel Ratigan
415,370,Fresco,U.S.A.,2009,Jamaica,"Jamaica, #204, DR, SC",0.8,"3- B,S,C","slightly burnt, earthy",2.75,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
416,370,Fresco,U.S.A.,2009,Jamaica,"Jamaica, #206, DR, LC",0.7,"3- B,S,C","creamy, simple, nutty",3.0,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
417,370,Fresco,U.S.A.,2009,Jamaica,"Jamaica, #205, DR, MC",0.7,"3- B,S,C","creamy, roasty, tobacco",3.25,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
418,370,Fresco,U.S.A.,2009,Venezuela,"Carenero Superior, #203, MR, SC",0.65,"3- B,S,C","complex, mild licorice, spice",3.5,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
419,636,Fresco,U.S.A.,2011,Ghana,"Ghana, #211, MR, MC",0.74,"3- B,S,C","mild bitter, mild cocoa, roasty",2.75,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
420,642,Fresco,U.S.A.,2011,Jamaica,"Jamaica, #209, DR, SC",0.7,"3- B,S,C","grassy, brownie, astringent",3.25,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
421,642,Fresco,U.S.A.,2011,Dominican Republic,"Conacado, #212, LR, SC",0.72,"3- B,S,C","red berry, some roasty notes",3.5,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
422,642,Fresco,U.S.A.,2011,Jamaica,"Jamaica, #210, DR, MC",0.7,"3- B,S,C","woody, grassy, long",3.5,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
423,682,Fresco,U.S.A.,2011,Madagascar,"Sambirano Valley, #214, LR, MC",0.74,"3- B,S,C","woody, red fruit, sour",2.75,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
424,682,Fresco,U.S.A.,2011,Dominican Republic,"Conacado, #213, DR, -C",0.72,"3- B,S,C","spicy, cocoa",3.25,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
425,688,Fresco,U.S.A.,2011,Madagascar,"Sambirano Valley, #215, MR, MC",0.74,"3- B,S,C","sandy, cocoa, red fruit",3.0,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
426,745,Fresco,U.S.A.,2011,Venezuela,"Chuao, #218, MR, MC, batch 11-020",0.76,"3- B,S,C","bready, nutty, earthy,intense",3.25,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
427,745,Fresco,U.S.A.,2011,Venezuela,"Chuao, #217, DR, MC, batch 11-021",0.7,"3- B,S,C","tart, roasted cocoa",4.0,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
428,899,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #219, LR, MC",0.69,"2- B,S",mild smoke and fruit,3.5,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
429,899,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #221, DR, MC",0.69,"2- B,S","smoke, fruit, sour, hammy",3.5,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
430,915,Fresco,U.S.A.,2012,Madagascar,"Sambirano Valley, #216, MR, LC",0.74,"3- B,S,C","caramel, nuts, dried fruit",4.0,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
431,927,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #220, MR, MC",0.69,"2- B,S","tart, red berry, smoke",4.0,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
432,931,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #222, LR, 0C",0.69,"2- B,S","sandy, smoke, red berry",3.0,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
433,1030,Fresco,U.S.A.,2013,Dominican Republic,"Conacado, #223, MR, SC, batch 13-051",0.72,"3- B,S,C",mildly burnt caramel,3.25,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
434,1081,Fresco,U.S.A.,2013,Dominican Republic,"Conacado, #224, MR, MC, batch 13-061",0.72,"3- B,S,C","blackberries, caramel, roasty",3.75,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
435,1117,Fresco,U.S.A.,2013,Peru,"San Martin, Bellavista Coop, #226, DR, MC",0.7,"3- B,S,C",cocoa and fresh grapes,3.75,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
436,1149,Fresco,U.S.A.,2013,Peru,"Bellavista Coop, #225, LR, MC, CG Exclusive",0.7,"3- B,S,C",chocolate covered banana,4.0,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
437,1383,Fresco,U.S.A.,2014,Peru,"Maranon, #228, MR, SC",0.7,"3- B,S,C","light color, leathery flavor",3.0,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
438,1383,Fresco,U.S.A.,2014,Peru,"Maranon, #227, LR, MC",0.7,"3- B,S,C","orange, mellow but flavorful",3.5,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
439,1383,Fresco,U.S.A.,2014,Peru,"Maranon, #229, MR, LC",0.7,"3- B,S,C","fruity, floral, caramel",3.5,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
440,1387,Fresco,U.S.A.,2014,Peru,"Maranon, #230, DR, LC",0.7,"3- B,S,C","slow develop, caramel, roasty",3.5,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
441,2024,Fresco,U.S.A.,2017,Guatemala,"Polochic Valley, LR, LC, batch 17-203",0.7,"3- B,S,C","rich cocoa, mild, fatty",3.5,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
442,2024,Fresco,U.S.A.,2017,Guatemala,"Polochic Valley, MR, LC, batch 17-189",0.7,"3- B,S,C","long lasting, fruit, spicy",3.75,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
443,2028,Fresco,U.S.A.,2017,Guatemala,"Polochic Valley, DR, LC, batch 17-201",0.7,"3- B,S,C","rich cocoa, nuts",3.5,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
444,2174,Fresco,U.S.A.,2018,Venezuela,"Chuao, MR, SC, batch 18-224",0.72,"3- B,S,C","roasty, mild fatty",3.25,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
445,2174,Fresco,U.S.A.,2018,Venezuela,Carupano Pintao,0.72,"3- B,S,C","complex, nuts, spice, floral",3.5,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
446,2642,Fresco,U.S.A.,2021,Ghana,"ABOCFA, #260, LR-SC, batch 20-335",0.68,"3- B,S,C","coconut, high astringency",3.25,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
447,2642,Fresco,U.S.A.,2021,Ghana,"ABOCFA, #261, DR-MC, batch 21-448",0.68,"3- B,S,C","fudgey, spicey, nutty",3.5,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
448,2644,Fresco,U.S.A.,2021,Nicaragua,"O'Payo Profundo, Waslala, MR-MC, #271, b. 21-431",0.7,"3- B,S,C","oily, black licorice, spicey",3.5,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
449,2644,Fresco,U.S.A.,2021,Nicaragua,"O'Payo Profundo, Waslala, DR-LC, #271, b. 21-433",0.7,"3- B,S,C","rich chocolate, late spice notes",3.75,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
450,2644,Fresco,U.S.A.,2021,Venezuela,"Chuao Village, BR-SC, batch 21-437",0.68,"3- B,S,C","robust cocoa, dried cranberry",4.0,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
451,2704,Fresco,U.S.A.,2021,Madagascar,"Sambirano V., #290, MR MC, batch 21-454",0.7,"3- B,S,C","raspberry, mild sour, cocoa",3.5,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
452,2708,Fresco,U.S.A.,2021,Peru,"Lamas, Oro Verde, #280, MR 0C, batch 21-457",0.74,"3- B,S,C","licorice, caramel, floral, dirty",3.0,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
453,2708,Fresco,U.S.A.,2021,Peru,"Lamas, Oro Verde, #282, DR MC, batch 21-451",0.74,"3- B,S,C","spicey, herbal, ripe, sl. burnt",3.25,"('Fresco', 100)",Fresco,Fresco,Lynden,Washington,Rob Anderson
454,2000,Fresh Coast,U.S.A.,2017,Brazil,"Fazenda Camboa, Bahia",0.7,"2- B,S","creamy, fragrant",3.5,"('Fresh Coast/Just Good Chocolate (closed)', 90)",Fresh Coast/Just Good Chocolate (closed),Fresh Coast/Just Good Chocolate (closed),Leland,Michigan,Nichole Warner
455,2000,Fresh Coast,U.S.A.,2017,Tanzania,"Kokoa Kamili, Kilombero District",0.7,"2- B,S","creamy, simple, strong choco",3.75,"('Fresh Coast/Just Good Chocolate (closed)', 90)",Fresh Coast/Just Good Chocolate (closed),Fresh Coast/Just Good Chocolate (closed),Leland,Michigan,Nichole Warner
456,1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Belize,Belize,0.7,"2- B,S","spice, fatty, mild cocoa",3.5,"('Good Girl', 86)",Good Girl,Good Girl,Oklahoma City,Oklahoma,Tabatha Carr
457,1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Madagascar,Madagascar,0.7,"2- B,S","strong fruit, ham, deep cocoa",3.5,"('Good Girl', 86)",Good Girl,Good Girl,Oklahoma City,Oklahoma,Tabatha Carr
458,1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Peru,Peru,0.7,"2- B,S","banana, yogurt, cocoa",4.0,"('Good Girl', 86)",Good Girl,Good Girl,Oklahoma City,Oklahoma,Tabatha Carr
459,753,Fruition,U.S.A.,2011,Costa Rica,Signature Blend,0.66,"3- B,S,C","cocoa, spicy, sweet",3.25,"('Fruition', 100)",Fruition,Fruition,Shokan,New York,Bryan Graham
460,781,Fruition,U.S.A.,2011,Costa Rica,Costa Rica,0.7,"3- B,S,C","fatty, sweet, vanilla",3.0,"('Fruition', 100)",Fruition,Fruition,Shokan,New York,Bryan Graham
461,863,Fruition,U.S.A.,2012,Peru,Peru,0.7,"3- B,S,C","oily, tart, chlorine",2.5,"('Fruition', 100)",Fruition,Fruition,Shokan,New York,Bryan Graham
462,1046,Fruition,U.S.A.,2013,Dominican Republic,La Red,0.7,"3- B,S,C","dried fruit, intense",3.75,"('Fruition', 100)",Fruition,Fruition,Shokan,New York,Bryan Graham
463,1185,Fruition,U.S.A.,2013,Ecuador,Camino Verde,0.75,"3- B,S,C","sandy,sweet, molasses,floral",3.0,"('Fruition', 100)",Fruition,Fruition,Shokan,New York,Bryan Graham
464,1347,Fruition,U.S.A.,2014,Trinidad,Gran Couva,0.7,"3- B,S,C","delicate, hebs, choco",3.75,"('Fruition', 100)",Fruition,Fruition,Shokan,New York,Bryan Graham
465,1359,Fruition,U.S.A.,2014,Peru,Maranon,0.76,"3- B,S,C","acidic, undefined, brownie, off",3.0,"('Fruition', 100)",Fruition,Fruition,Shokan,New York,Bryan Graham
466,1780,Fruition,U.S.A.,2016,Bolivia,"Wild Bolivian, Batch 2",0.74,"2- B,S","oily, tropical",3.75,"('Fruition', 100)",Fruition,Fruition,Shokan,New York,Bryan Graham
467,1780,Fruition,U.S.A.,2016,Costa Rica,"Coto Brus, Heirloom, Batch 1",0.74,"2- B,S","oily, dried fruit, leather",4.0,"('Fruition', 100)",Fruition,Fruition,Shokan,New York,Bryan Graham
468,2278,Fruition,U.S.A.,2019,Madagascar,"Sambirano, Akessons, batch 1",0.74,"2- B,S","balanced, fruit, nut, roasty",3.75,"('Fruition', 100)",Fruition,Fruition,Shokan,New York,Bryan Graham
469,2366,Fruition,U.S.A.,2019,Colombia,"Tumaco, batch 2",0.85,"2- B,S","black current,bitter,astringent",3.5,"('Fruition', 100)",Fruition,Fruition,Shokan,New York,Bryan Graham
470,2550,Fruition,U.S.A.,2021,Dominican Republic,"Los Bejucos, batch 1",0.77,"2- B,S","sl. bitter up front, fatty, intense",3.25,"('Fruition', 100)",Fruition,Fruition,Shokan,New York,Bryan Graham
471,2554,Fruition,U.S.A.,2021,Dominican Republic,"Hispaniola, Dom. Rep. blend, batch 50",0.68,"4- B,S,C,V","dried fruit, cocoa base, fatty",3.75,"('Fruition', 100)",Fruition,Fruition,Shokan,New York,Bryan Graham
472,2664,Fruition,U.S.A.,2021,Peru,"Ucayali, batch 1",0.72,"3- B,S,C","black licorice, tangy",3.75,"('Fruition', 100)",Fruition,Fruition,Shokan,New York,Bryan Graham
473,1367,Garden Island,U.S.A.,2014,U.S.A.,"Kaua'i Island, Alea Estate +world",0.85,"3- B,S,V","gritty, ambiguous",2.5,"('Garden Island Chocolate aka Nanea', 90)",Garden Island Chocolate aka Nanea,Garden Island Chocolate aka Nanea,Kilauea (Kauai),Hawaii,Koa Kahili
474,1672,Glennmade,U.S.A.,2015,Brazil,Bahia,0.66,"2- B,S","mild woody, black licorice",3.0,"('Glennmade (closed)', 90)",Glennmade (closed),Glennmade (closed),Hoboken,New Jersey,Glenn Petriello
475,1848,Glennmade,U.S.A.,2016,Belize,"Toledo District, 2015 Harvest",0.7,"2- B,S","mild strawberry, cocoa",3.5,"('Glennmade (closed)', 90)",Glennmade (closed),Glennmade (closed),Hoboken,New Jersey,Glenn Petriello
476,1924,Goodnow Farms,U.S.A.,2016,Mexico,"Almendra Blanca, batch 1004",0.77,"3- B,S,C","sour off flavor, nutty, earthy",2.75,"('Goodnow Farms', 100)",Goodnow Farms,Goodnow Farms,Sudbury,Massachusetts,Tom and Monica Rogan
477,1924,Goodnow Farms,U.S.A.,2016,Guatemala,"Asochivite, batch 1005",0.77,"3- B,S,C","sweet edge, bright fruit, sour",3.25,"('Goodnow Farms', 100)",Goodnow Farms,Goodnow Farms,Sudbury,Massachusetts,Tom and Monica Rogan
478,1924,Goodnow Farms,U.S.A.,2016,Nicaragua,"El Carmen, batch 1003",0.77,"3- B,S,C","mild molasses, rich, gateway",3.25,"('Goodnow Farms', 100)",Goodnow Farms,Goodnow Farms,Sudbury,Massachusetts,Tom and Monica Rogan
479,2032,Goodnow Farms,U.S.A.,2017,Peru,"Ucayali, batch 1041",0.7,"3- B,S,C","creamy, fig",3.25,"('Goodnow Farms', 100)",Goodnow Farms,Goodnow Farms,Sudbury,Massachusetts,Tom and Monica Rogan
480,2446,Goodnow Farms,U.S.A.,2019,Colombia,Boyaca,0.73,"3- B,S,C","acidic, mildly burnt, metallic",2.5,"('Goodnow Farms', 100)",Goodnow Farms,Goodnow Farms,Sudbury,Massachusetts,Tom and Monica Rogan
481,2446,Goodnow Farms,U.S.A.,2019,Costa Rica,Coto Brus,0.73,"3- B,S,C","floral, rubbery, woody",3.0,"('Goodnow Farms', 100)",Goodnow Farms,Goodnow Farms,Sudbury,Massachusetts,Tom and Monica Rogan
482,2602,Goodnow Farms,U.S.A.,2021,Ecuador,"Costa Esmeraldas, Salazar Farm",0.7,"3- B,S,C","banana, cocoa, late floral",3.75,"('Goodnow Farms', 100)",Goodnow Farms,Goodnow Farms,Sudbury,Massachusetts,Tom and Monica Rogan
483,2194,Gotham,U.S.A.,2018,Belize,Maya Mtn,0.7,"2- B,S","fruit, tart, rubber",2.75,"('Gotham', 100)",Gotham,Gotham,New York,New York,Ron Paprocki
484,2642,Gotham,U.S.A.,2021,India,"Idukki Hills, ""Adventurous""",0.7,"2- B,S","sweet, dominate cocoa, spice",3.0,"('Gotham', 100)",Gotham,Gotham,New York,New York,Ron Paprocki
485,2642,Gotham,U.S.A.,2021,Bolivia,"Alto Beni, ""Wild""",0.7,"2- B,S",spice/herb dominate cocoa base,3.25,"('Gotham', 100)",Gotham,Gotham,New York,New York,Ron Paprocki
486,2644,Gotham,U.S.A.,2021,Dominican Republic,Oko Caribe,0.7,"2- B,S","sandy, sweet, earthy,deep cocoa",3.25,"('Gotham', 100)",Gotham,Gotham,New York,New York,Ron Paprocki
487,2692,Great Lakes,U.S.A.,2021,Madagascar,"Sambirano, Ambanja, batch 11",0.72,"3- B,S,C","fruity, cocoa, sweet",3.5,"('Great Lakes', 100)",Great Lakes,Great Lakes,Traverse City,Michigan,Dave and Shana Sicotte
488,2692,Great Lakes,U.S.A.,2021,Tanzania,"Kokoa Kamili, Kilombero District, batch 11",0.7,"3- B,S,C","nutty, spicy, candied orange",3.5,"('Great Lakes', 100)",Great Lakes,Great Lakes,Traverse City,Michigan,Dave and Shana Sicotte
489,2692,Great Lakes,U.S.A.,2021,Dominican Republic,"Duarte Province, El Cibao, batch 10",0.75,"3- B,S,C","dried fruit, orange peel, cocoa",3.5,"('Great Lakes', 100)",Great Lakes,Great Lakes,Traverse City,Michigan,Dave and Shana Sicotte
490,2696,Great Lakes,U.S.A.,2021,Vietnam,"Dak Lak, batch 09",0.73,"3- B,S,C","roasty, sweet, fruity, cocoa",3.5,"('Great Lakes', 100)",Great Lakes,Great Lakes,Traverse City,Michigan,Dave and Shana Sicotte
491,15,Guittard,U.S.A.,2006,Colombia,Chucuri,0.65,"5- B,S,C,V,L","creamy, sweet, floral, vanilla",3.0,"('Guittard', 100)",Guittard,Guittard,Burlingame,California,Gary Guittard
492,87,Guittard,U.S.A.,2006,Venezuela,Sur del Lago,0.65,"5- B,S,C,V,L","sweet, creamy, vanilla",2.5,"('Guittard', 100)",Guittard,Guittard,Burlingame,California,Gary Guittard
493,87,Guittard,U.S.A.,2006,Madagascar,"Sambirano, Ambanja",0.65,"5- B,S,C,V,L","creamy, sweet, blueberry",3.5,"('Guittard', 100)",Guittard,Guittard,Burlingame,California,Gary Guittard
494,93,Guittard,U.S.A.,2006,Ecuador,"Los Rios, Quevedo",0.65,"5- B,S,C,V,L","creamy, blackberry",3.5,"('Guittard', 100)",Guittard,Guittard,Burlingame,California,Gary Guittard
495,93,Guittard,U.S.A.,2006,Blend,Tsaranta,0.61,"5- B,S,C,V,L","sweet, rich cocoa, mild citrus",3.5,"('Guittard', 100)",Guittard,Guittard,Burlingame,California,Gary Guittard
496,99,Guittard,U.S.A.,2006,Blend,Semisweet,0.61,"5- B,S,C,V,L","fatty, cocoa, fruity",3.0,"('Guittard', 100)",Guittard,Guittard,Burlingame,California,Gary Guittard
497,147,Guittard,U.S.A.,2007,Blend,Quetzalcoatl,0.72,"5- B,S,C,V,L","creamy,sandy,nutmeg, moss",3.5,"('Guittard', 100)",Guittard,Guittard,Burlingame,California,Gary Guittard
498,259,Guittard,U.S.A.,2008,Peru,Machu Pichu,0.65,"5- B,S,C,V,L","sweet, vanilla, rich",3.0,"('Guittard', 100)",Guittard,Guittard,Burlingame,California,Gary Guittard
499,276,Guittard,U.S.A.,2008,Blend,Special Maker Reserve,0.64,"5- B,S,C,V,L","perfume, vanilla",3.0,"('Guittard', 100)",Guittard,Guittard,Burlingame,California,Gary Guittard
500,276,Guittard,U.S.A.,2008,Venezuela,Ocumare,0.65,"5- B,S,C,V,L","creamy, nutty",3.5,"('Guittard', 100)",Guittard,Guittard,Burlingame,California,Gary Guittard
501,316,Guittard,U.S.A.,2009,U.S.A.,"O'ahu Island, N. Shore, Waialua E., Kakoleka",0.55,"5- B,S,C,V,L","sweet, mild lemon",3.0,"('Guittard', 100)",Guittard,Guittard,Burlingame,California,Gary Guittard
502,387,Guittard,U.S.A.,2009,Blend,Nocturne,0.91,"5- B,S,C,V,L","bitter, fatty, fruit",3.0,"('Guittard', 100)",Guittard,Guittard,Burlingame,California,Gary Guittard
503,387,Guittard,U.S.A.,2009,Blend,Complexite,0.7,"5- B,S,C,V,L","complex, fruit, nut, raisin",3.5,"('Guittard', 100)",Guittard,Guittard,Burlingame,California,Gary Guittard
